id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
7d983bf5923b49bfa9fac87c02db58d7,V2G3-A09-54,TECHNICAL_TERM,"The entity ""V2G3-A09-54"" is a specific requirement referenced in the document.",161,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00389915 -0.01397809  0.00882158 ... -0.02659182 -0.01532909
 -0.00215022]"
71c87d56ad55447d84222544a4f6d10c,V2G3-A09-72,TECHNICAL_TERM,A referenced requirement in the document,162,,['801f1b08acd1dd21d9f7c71417653091'],"[ 0.00175836 -0.00123961 -0.00495171 ... -0.0281338  -0.00378957
 -0.00941835]"
e4337da4551a442096ce7297206925c7,V2G3-A09-56,TECHNICAL_TERM,"The entity ""V2G3-A09-56"" is a specific requirement referenced in the document.",163,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00214463 -0.01310232  0.0068628  ... -0.03117749 -0.01446282
 -0.00161182]"
4a2d8f2640e74ea88217e8437099ca4d,V2G3-A09-57,TECHNICAL_TERM,"The entity ""V2G3-A09-57"" is a specific requirement referenced in the document.",164,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00147861 -0.011869    0.00640284 ... -0.02777908 -0.01506708
 -0.00159736]"
4ae3bf7b628546a1965e0ab786f3d96c,V2G3-A09-59,TECHNICAL_TERM,A referenced requirement in the document,165,,['801f1b08acd1dd21d9f7c71417653091'],"[ 0.00337961 -0.00023154 -0.00166623 ... -0.02645764 -0.00325669
 -0.00959831]"
14bfbe8eb61e41c5b4a0202207e1b403,V2G3-A09-60,TECHNICAL_TERM,A referenced requirement in the document,166,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.0001455  -0.00151031 -0.00555376 ... -0.0266661   0.00158343
 -0.00646145]"
b5f98384c7954fada2455dc0a34f0828,V2G3-M09-07,TECHNICAL_TERM,"""V2G3-M09-07"" is a specific requirement referenced in the document.",167,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-5.24142338e-03 -3.15585709e-03  1.33702974e-03 ... -2.43932903e-02
 -1.14030968e-02 -5.99121049e-05]"
e7a32da5251e4dc3a9807702e36cf042,V2G3-M09-12,TECHNICAL_TERM,"The entity ""V2G3-M09-12"" is a specific requirement referenced in the document.",168,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00432397 -0.01138768  0.00396559 ... -0.0250395  -0.01379919
  0.00138076]"
70ed3549482144e9aae9855fb8739f43,V2G3-M09-08,TECHNICAL_TERM,A referenced requirement in the document,169,,['801f1b08acd1dd21d9f7c71417653091'],"[ 0.00266073  0.00018473 -0.00550007 ... -0.0274734  -0.004944
 -0.01120235]"
47161488c30c45ed9165ff7629da11b0,V2G3-A09-51,TECHNICAL_TERM,A referenced requirement in the document,170,,['801f1b08acd1dd21d9f7c71417653091'],"[ 0.00019767 -0.00384669 -0.0041703  ... -0.0296792  -0.0055882
 -0.01501308]"
bbfe2fd1ab7c4a10a237503c3f6469b8,V2G3-A09-52,,"The entity ""V2G3-A09-52"" is a specific requirement referenced in the document.",171,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00470101 -0.01579485  0.0068743  ... -0.02961033 -0.02179983
  0.00053079]"
9cba17266d214a2facf56601e5d612b3,CM_VALIDATE.CNF,MESSAGE,A confirmation message used in the communication process between the EV and EVSE,172,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[ 0.01285403 -0.00222434 -0.02472409 ...  0.00986746  0.01566044
 -0.03004587]"
1014cecb66494409ad670176f15bcb2d,SLAC_VALIDATION_PROCESS,PROCESS,A process involving the validation of the Signal Level Attenuation Characterization (SLAC) between the EV and EVSE,173,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[ 0.00391756 -0.00037828 -0.00053979 ...  0.00452557 -0.00153904
 -0.00382774]"
1cf446e3832840c3b2293495c9fff62a,ISO 15118-3:2015:IS,STANDARD,The ISO standard that specifies the communication protocol for electric vehicle charging,174,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.00199332 -0.00525292  0.00329522 ... -0.02347296  0.01285702
 -0.04870769]"
882d8ccb413843499591fcd75eb349e5,V2G3-A09-66,REQUIREMENT,A specific requirement referenced in the document,175,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-4.67596437e-05 -6.30867016e-03  6.50206523e-04 ... -2.68885400e-02
 -1.61384593e-03 -8.40266875e-04]"
032f45f0091c41288cc3ac9d544250aa,PIXIT_EVCC_CMN_CONCURRENTVALIDATION,PARAMETER,A parameter related to the concurrent validation process in the EVCC context,176,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.00982327  0.01380605 -0.01179355 ...  0.01640964  0.01840807
 -0.03887086]"
58278a5c23f14c8d87e85a96e2f7c711,TABLE_185,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmValidate_020',177,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.01069239  0.01576087 -0.00684591 ... -0.01430281 -0.01467774
 -0.03068856]"
41c87c209f104c3796ff7b5f5826b792,TC_EVCC_CMN_VTB_CMVALIDATE_020,TEST_CASE,A specific test case related to the EVCC common validation process,178,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.00215516  0.00570788 -0.00968611 ...  0.00514401  0.00779732
 -0.01123588]"
cf4ae2fb2a8c4dd38b185dd2fd553649,F_EVCC_CMN_TB_VTB_CMVALIDATE_013,TEST_CASE,A specific test case related to the EVCC common validation process,179,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.01028079 -0.00045778 -0.01530294 ...  0.00626725  0.01119201
 -0.01634632]"
e552cbb06f1742eea6c9900e9e0f7a1e,TABLE_186,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmValidate_021',180,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.01766617  0.01583815 -0.01089832 ... -0.01737313 -0.00597245
 -0.02961107]"
463bd0acbe7544bfa0b3cbaaab114ead,TC_EVCC_CMN_VTB_CMVALIDATE_021,TEST_CASE,A specific test case related to the EVCC common validation process,181,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.0062911   0.00916206 -0.00973904 ...  0.00552296  0.01270732
 -0.01245012]"
93f16f706f5a4dd4ac61efffc7836101,TABLE_187,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmValidateOrCmSlacMatch_001',182,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.02274189  0.01513766 -0.00849635 ... -0.01401189 -0.00463759
 -0.02141079]"
ee84e47da9ac44d488f2ea5873da9d81,TC_EVCC_CMN_VTB_CMVALIDATEORCMSLACMATCH_001,TEST_CASE,A specific test case related to the EVCC common validation or SLAC match process,183,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.0073122  -0.00028459 -0.00720704 ...  0.00349135  0.01359382
 -0.00323896]"
b54f13740a534f2786946c219b584d73,SUT,DEVICE,"The System Under Test (SUT) is the device being tested in the validation process. It is specifically the system being tested in the V2G (Vehicle-to-Grid) communication process and is involved in the described procedures. Additionally, the SUT is responsible for sending the CM_AMP_MAP.CNF message.",184,,"['1665ff673abe57f406cf7a5a48bacc00' '1cfc5b3783ecea8b1b50c0cf0b9da1d4'
 '9d51da4c009f3383f6178ae36d391c61' 'a882a8d895c3ca8c3bfe5dc8610f46bb']","[ 0.00590041  0.0013813   0.00128003 ... -0.01335479 -0.02794479
 -0.0147693 ]"
c8451642fab54ee699a5998d56e04d65,TT_MATCH_SEQUENCE_TIMER,PARAMETER,A timer parameter used in the test system to control the sequence of validation messages,185,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[-0.04596366 -0.0152876  -0.00871004 ... -0.00540685  0.01020134
 -0.00225316]"
cc5f6c4c3ded4d3f9ec81787798d831e,GOODCASE_PROCEDURE,PROCESS,"The ""GOODCASE_PROCEDURE"" is a specific procedure executed by the Test System to establish a new AVLN (Access Virtual Local Network) and send CM_AMP_MAP.REQ messages. Additionally, it signals CP State E and sends a CM_SLAC_MATCH.CNF message. This procedure is integral to validating communication processes within the system.",186,,"['1665ff673abe57f406cf7a5a48bacc00' '1cfc5b3783ecea8b1b50c0cf0b9da1d4'
 '9d51da4c009f3383f6178ae36d391c61' 'b5864dde590dd2593deadbe32d3b3c2b']","[-0.01460671  0.01878006  0.01019368 ... -0.00410285 -0.00776863
 -0.00064724]"
8c01e7b7d58144b1bdf4328c0e1ecdef,CP_STATE_E,PARAMETER,A state parameter used in the test system during the validation process,187,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[ 0.0176618   0.01690278 -0.00803539 ...  0.01840623  0.00200337
 -0.0303024 ]"
be46840a1d9644dc8a65b2bbcad04e9f,CP_STATE_F,PARAMETER,A state parameter used in the test system during the validation process,188,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4'],"[ 0.01805707  0.02956808 -0.01306256 ...  0.02260828  0.00503884
 -0.02937598]"
373f5ddfdb3c4035a13fb2d035e424b1,TC_EVCC_CMN_VTB_PLCLINKSTATUS_003,TEST_CASE,A specific test case related to the EVCC CMN VTB PLC link status functionality,189,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00897136 -0.00276588 -0.00065077 ...  0.00986504 -0.00728793
 -0.01219274]"
84a5500d13b5434c9c6c8489ea7303f1,CM_SLAC_MATCH.CNF,MESSAGE,"A confirmation message containing the current runID, valid NID and NMK, EV MAC, EVSE MAC, and additional valid parameters",190,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00242018  0.00160488 -0.01980147 ... -0.00274311  0.01791359
 -0.0112989 ]"
02ffbc41fea0482584713845cd4db5be,TT_MATCH_JOIN_TIMER,TIMER,A timer used to check that no data link connection is established until it has expired,191,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.03877717 -0.0031749   0.02817107 ... -0.00436207  0.01785675
 -0.00546352]"
66ea328439c74831b6d4b99cd512d4eb,HPGP_SPEC_1.1,DOCUMENT,A document reference for the HPGP Specification 1.1,192,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00497906  0.00778065 -0.00050319 ... -0.03098393 -0.005728
 -0.00742699]"
527a4b068e2640ec85d9a03c473ad59d,V2G3-A09-127,REQUIREMENT,A referenced requirement in the document,193,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00034591 -0.00168072 -0.00186431 ... -0.02900119 -0.00473673
 -0.01407332]"
b41cc26d5c8741f689f8d1dd8bbdd030,F_EVCC_CMN_PR_CMVALIDATEORCMSLACMATCH_001,TEST_CASE,A precondition test case related to the EVCC CMN PR CmValidate or CmSlacMatch functionality,194,,['b5864dde590dd2593deadbe32d3b3c2b'],"[ 0.00708985 -0.00386329 -0.01284185 ...  0.00610972  0.02360898
 -0.00998731]"
e9e0f039f7e54531b70ae6edc616c859,F_EVCC_CMN_TB_VTB_PLCLINKSTATUS_003,TEST_CASE,An expected behavior test case related to the EVCC CMN TB VTB PLC link status functionality,195,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00746086 -0.01401308 -0.00478461 ...  0.00868186  0.00716271
 -0.01034298]"
157f5895a8b349cfba36aea94c9b030c,TC_EVCC_CMN_VTB_PLCLINKSTATUS_004,TEST_CASE,A specific test case related to the EVCC CMN VTB PLC link status functionality,196,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00916376 -0.00309849 -0.00148426 ...  0.00885876 -0.00774275
 -0.01027284]"
f1d26fb843414092a60ab846228d5ccf,TC_EVCC_CMN_VTB_PLCLINKSTATUS_005,TEST_CASE,A specific test case related to the EVCC CMN VTB PLC link status functionality,197,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00952643 -0.00220802 -0.00053334 ...  0.00877653 -0.00581167
 -0.00951948]"
0499b1156d7642ee8533fba20cfa9c0c,AVLN_ESTABLISHMENT,PROCESS,The process of establishing an AVLN by exchanging communication with the internal PLC Node,198,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00284305  0.0195236  -0.00170796 ...  0.00154656  0.00825071
 -0.02287212]"
c12a5bcb36934e33896660ab25a9e50a,TC_EVCC_CMN_VTB_PLCLINKSTATUS_006,TEST_CASE,A specific test case related to the EVCC CMN VTB PLC link status functionality,199,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00867644 -0.00319649 -0.0014016  ...  0.00947339 -0.00420308
 -0.0121484 ]"
31587c61fce74497ab4a927df29f812e,NEW_AVLN,PROCESS,The process of establishing a new AVLN,200,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00695773  0.02631312 -0.00216853 ...  0.00674141  0.00396825
 -0.00207633]"
678345321021409199cbe5b2a56cc0ca,CP_STATE_X2_TO_X1_TO_E,STATE_TRANSITION,A state transition performed by the Test System to initiate a connection loss,201,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00088132  0.01099573 -0.00034294 ...  0.02050026  0.00202867
 -0.02782592]"
cf3cde8578794b96bff32c63a0682344,V2G3-M07-03,REQUIREMENT,A referenced requirement in the document,202,,['b5864dde590dd2593deadbe32d3b3c2b'],"[ 0.00459493  0.00336402 -0.00731834 ... -0.02695244 -0.00172561
 -0.01324144]"
af4e6c1508634e0c9864e420f63f84a8,V2G3-M07-13,REQUIREMENT,A referenced requirement in the document,203,,['b5864dde590dd2593deadbe32d3b3c2b'],"[ 0.00162068  0.00293569 -0.00701341 ... -0.02633389 -0.00238147
 -0.01147405]"
083ab5e1c2bc4625bff70ca1625f5f1c,F_EVCC_CMN_PR_PLCLINKSTATUS_001,TEST_CASE,"""F_EVCC_CMN_PR_PLCLINKSTATUS_001"" is a precondition test case specifically related to the EVCC CMN PR PLC link status functionality. This test case is designed to ensure that the link status functionality within the Electric Vehicle Communication Controller (EVCC) Common Protocol (CMN PR) for Power Line Communication (PLC) is operating correctly.",204,,"['1665ff673abe57f406cf7a5a48bacc00' '9d51da4c009f3383f6178ae36d391c61'
 'b5864dde590dd2593deadbe32d3b3c2b']","[ 0.01007118  0.00720471 -0.00605532 ...  0.01447951  0.00335005
 -0.02291772]"
3891ce9f00524b81adfcee4b3f56476a,F_EVCC_CMN_TB,TEST_CASE,An expected behavior test case related to the EVCC CMN TB functionality,205,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.00553969 -0.00930837 -0.00434603 ...  0.00123704  0.01524476
 -0.02664999]"
96aac292901744ae9575c3a0698b96f1,V2G3-A09-101,,"""V2G3-A09-101"" is a specific requirement referenced in the document.",206,,"['1665ff673abe57f406cf7a5a48bacc00' '9d51da4c009f3383f6178ae36d391c61'
 'b5864dde590dd2593deadbe32d3b3c2b']","[-0.0033049  -0.0082356   0.00397787 ... -0.02571959 -0.01448559
  0.00028048]"
4fd685207c7949e3ba13f39a70cd5d4d,F_EVCC_CMN_TB_VTB_PLCLINKSTATUS_001,,,207,,['b5864dde590dd2593deadbe32d3b3c2b'],"[-0.03598082 -0.0099336  -0.0101682  ...  0.00803    -0.01255441
 -0.02085922]"
79b7099e9f8243f2b43e5bb1c40f91c2,PICS_CMN_CMN_CHARGINGMODE,TECHNICAL_TERM,A parameter related to the charging mode in the SECC context,208,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00486991  0.02516968  0.01100992 ...  0.01247597  0.01775232
 -0.03393697]"
5f8fe9333190496aadd90e34aba32f05,PIXIT_CMN_CMN_WAKEUP,TECHNICAL_TERM,A parameter related to the wake-up functionality in the SECC context,209,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.01784059  0.0194009   0.01678075 ...  0.01623611  0.012431
 -0.04245235]"
fd759cab1f7f49118d107d25612e3c5f,PICS_CMN_CMN_COMBINEDTESTING,TECHNICAL_TERM,A combined testing parameter used in the context of the document,210,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.03166001  0.04278761  0.01374711 ... -0.00503778  0.00883289
 -0.03586816]"
fb8053f3568a464e81dcccb6501f7a36,PIXIT_EVCC_CMN_PAUSE,TECHNICAL_TERM,A parameter related to the pause functionality in the EVCC context,211,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.01701639 -0.0026236   0.00989493 ...  0.01119499  0.02468677
 -0.04677341]"
8f00acf226a04f009728e52679546fcf,F_EVCC_DC_PR_WELDINGDETECTIONORSESSIONSTOP_002,TEST_CASE,A specific test case related to the EVCC DC PR welding detection or session stop functionality,212,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.01937616 -0.0066125  -0.01191788 ... -0.00132023 -0.01550373
  0.00443513]"
7e24b57d367d4774b998b132eedd7ac9,F_EVCC_SETPWMMODE,TEST_CASE,A specific test case related to setting the PWM mode in the EVCC context,213,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00777146  0.00278846 -0.01670177 ...  0.02743551  0.02494401
 -0.0044905 ]"
c440cbe1298f42b49e52705e5b734df3,F_EVCC_STARTSLEEPINGPHASE,TEST_CASE,A specific test case related to starting the sleeping phase in the EVCC context,214,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00453221  0.00510632 -0.00292579 ...  0.01852823  0.01607491
 -0.02016852]"
f8eac7de0e974014a5337c8cc4fd3202,F_EVCC_CMN_TB_VTB_PLCLINKSTATUS_004,TEST_CASE,A specific test case related to the EVCC CMN TB VTB PLC link status functionality,215,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00760954 -0.00702844 -0.00454497 ...  0.00654074 -0.00505688
 -0.01176711]"
560ce1d395d5427da4e59ae7346177d4,TABLE_219,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_DC_VTB_PLCLinkStatus_002',216,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.0230212   0.01345122 -0.0061161  ... -0.00167527 -0.01891578
 -0.02666424]"
c2eee6780206489c8d0503f6dfef226a,TC_EVCC_DC_VTB_PLCLINKSTATUS_002,TEST_CASE,A specific test case related to the EVCC DC VTB PLC link status functionality,217,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.0141651  -0.00278044 -0.00529276 ...  0.00609364 -0.00797396
 -0.00835003]"
c0bc509ab6e64b9ab07847c3466175b2,SESSIONSTOPREQ,MESSAGE,A request message used to stop a session in the V2G communication process,218,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.01219175  0.00194496 -0.00714701 ... -0.01264224  0.01156965
 -0.01834841]"
bd431ee1bf7049a7acb79d5c0911df78,SESSIONID,IDENTIFIER,A unique identifier for a session in the V2G communication process,219,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00496026  0.014563    0.01181344 ... -0.01703623 -0.00089033
 -0.01595851]"
1ce6e7976b344021b33b39200f2bf562,CHARGINGSESSION,TECHNICAL_TERM,"A parameter indicating the status of a charging session, such as 'Pause' or 'Terminate'",220,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.02089446  0.02615267  0.00579095 ... -0.00874523  0.0090289
 -0.025018  ]"
a5ff52b8f38b44be84b68f55dc983f3d,BCB_TOGGLE,TECHNICAL_TERM,A process involving the toggling of the BCB (Battery Control Box) in the V2G communication process,221,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.02710572 -0.00426908  0.0139274  ...  0.00245186 -0.01213793
 -0.014621  ]"
7b01183d1307452dbc2bbef74145d305,CP_STATE_B,TECHNICAL_TERM,A state indicating the status of the control pilot during the sleeping phase in the V2G communication process,222,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 2.14113551e-03 -3.43833555e-04  9.98045504e-03 ...  3.66341397e-02
  5.90323179e-05 -1.48221841e-02]"
2c07114cde4e4b7d87e418c220e54ea5,PAR_T_CONN_RESUME,TECHNICAL_TERM,A parameter related to the resumption of the connection in the V2G communication process,223,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00300767  0.00168265  0.0132681  ... -0.00967034 -0.02420445
 -0.01496327]"
00856ec414f047d7ad57d3ce8a9627d4,SDP_PROCESS,TECHNICAL_TERM,The Service Discovery Protocol process in the V2G communication context,224,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00588256  0.02210329  0.01150827 ... -0.01118721 -0.01982019
  0.01542522]"
bd55853c23764ac2bdc1d48a3f0ea402,SECTION_15118-3:7.6.1,DOCUMENT_SECTION,A specific section within the ISO 15118-3:2015:IS standard,225,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00740282  0.01811896  0.00890947 ... -0.02768067 -0.00129712
 -0.03370728]"
86d7236dc7574af38a0a0280160fef0e,SECTION_15118-3:7.6.2,DOCUMENT_SECTION,A specific section within the ISO 15118-3:2015:IS standard,226,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.0074624   0.01794373  0.01003045 ... -0.02757558 -0.00310389
 -0.03204517]"
24b69d8c19ce44e586fc3df2fd594a15,SECTION_15118-3:7.6.2.2,DOCUMENT_SECTION,A specific section within the ISO 15118-3:2015:IS standard,227,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00815993  0.01933819  0.00956457 ... -0.02811878 -0.00349851
 -0.03418157]"
35934be01f6f4d69a5e582e15adb8a30,SECTION_15118-3:12.3,DOCUMENT_SECTION,A specific section within the ISO 15118-3:2015:IS standard,228,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00972671  0.02274593  0.00595539 ... -0.02399211 -0.00167659
 -0.03397461]"
9aaab25b45184a23bfd046bce1d348b7,REFERENCED_REQUIREMENT,TECHNICAL_TERM,A requirement referenced in the document,229,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00661814  0.00691944 -0.00931596 ... -0.0238267  -0.00065757
 -0.01457307]"
8076ccb9afd24fb5aada623a35e8eec5,V2G3-M07-19,REQUIREMENT,A specific requirement referenced in the document,230,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00252122 -0.0007117   0.0054632  ... -0.02437737 -0.00269654
  0.00327926]"
def8cfd05dc846e085673354bbf75b63,V2G3-M07-21,REQUIREMENT,A specific requirement referenced in the document,231,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00178081 -0.00088707  0.00205734 ... -0.02250912  0.00167836
  0.00276866]"
0ce53119fc01457fa08810058287c486,V2G3-M07-28,REQUIREMENT,A specific requirement referenced in the document,232,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00308883 -0.00086245  0.00049609 ... -0.02218239 -0.00309216
  0.00169911]"
5b354db70b9b4d7a8f2f5af8c193ebc8,V2G3-M07-29,REQUIREMENT,A specific requirement referenced in the document,233,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00391481  0.00109355  0.00384823 ... -0.02299616 -0.00263317
  0.00205394]"
7072e2ddbbcd4007abe0fdc3d8cd6256,V2G3-M12-01,REQUIREMENT,A specific requirement referenced in the document,234,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.0021694   0.00225558 -0.0084058  ... -0.02500528 -0.00516082
 -0.00315549]"
96943ec39f214d338b039d2376e33f0f,V2G3-M07-22,REQUIREMENT,A specific requirement referenced in the document,235,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.0042781   0.00052893  0.00037629 ... -0.02345627 -0.00082463
  0.00362506]"
3b8c0a7e82d24d46bec419384080fa1d,V2G3-M07-23,REQUIREMENT,A specific requirement referenced in the document,236,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00456139  0.00374936  0.00116792 ... -0.02336498 -0.00093817
  0.00328821]"
eb796278a988478b97dc086f7dff0170,V2G3-M07-30,REQUIREMENT,A specific requirement referenced in the document,237,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 4.05919738e-03 -7.32506305e-05  2.00797175e-03 ... -2.19196659e-02
 -1.93810032e-03  1.44900032e-03]"
b6c4877b375942bb999dcb327a549656,V2G3-M09-16,REQUIREMENT,A specific requirement referenced in the document,238,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.0002118  -0.00310194  0.00413141 ... -0.02897391 -0.00136701
  0.00248762]"
422aef3897404843b61f17bb344406bb,F_EVCC_CMN_TB_VTB_PLCLINKSTATUS_005,TEST_CASE,A specific test case related to the EVCC CMN TB VTB PLC link status functionality,239,,['1665ff673abe57f406cf7a5a48bacc00' 'a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00878428 -0.0067027  -0.00347278 ...  0.00699759 -0.00380583
 -0.01058138]"
4847c62410834a2b987fbdacc2569d6b,TABLE_220,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_DC_VTB_PLCLinkStatus_003',240,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.0169497   0.01348558 -0.01137212 ... -0.00199799 -0.0173556
 -0.02830083]"
083c68b8dba048199abf125a36875c0d,TC_EVCC_DC_VTB_PLCLINKSTATUS_003,TEST_CASE,A specific test case related to the EVCC DC VTB PLC link status functionality,241,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.01307798 -0.0028469  -0.00715811 ...  0.00741549 -0.00793026
 -0.00934936]"
2f80110de5e047a197fca894ef664361,F_EVCC_DC_PR_WELDINGDETECTIONORSESSIONSTOP_003,TEST_CASE,A specific test case related to the EVCC DC PR welding detection or session stop functionality,242,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.01863118 -0.00660204 -0.01198018 ... -0.00160418 -0.01595959
  0.0039829 ]"
602ea18e876b4fab92a37ac77a0e47a8,F_EVCC_CMN_TB_VTB_PLCLINKSTATUS_007,TEST_CASE,A specific test case related to the EVCC CMN TB VTB PLC link status functionality,243,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.00906654 -0.00513239 -0.00375406 ...  0.00736959 -0.00326229
 -0.01201714]"
aeffa5436d734036a71542076811a209,TABLE_221,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_DC_VTB_PLCLinkStatus_004',244,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.02122159  0.01054776 -0.01201857 ... -0.00447194 -0.0159267
 -0.02702076]"
79e94951ab7647f0a166b5623adf1bcd,TC_EVCC_DC_VTB_PLCLINKSTATUS_004,TEST_CASE,A specific test case related to the EVCC DC VTB PLC link status functionality,245,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-0.01290689 -0.00378713 -0.00749769 ...  0.00601138 -0.00870902
 -0.00731669]"
aec1f869780842e681b9f093a8988d4d,V2G3-M09-17,REQUIREMENT,A specific requirement referenced in the document,246,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.00022193 -0.00114005  0.00311168 ... -0.02705281 -0.00079846
 -0.00242597]"
c92b4dbbe3cf4b8fb27e4548b15333bc,V2G3-A09-121,REQUIREMENT,A specific requirement referenced in the document,247,,['a882a8d895c3ca8c3bfe5dc8610f46bb'],"[-2.28463556e-03  5.04013093e-04  3.22803413e-03 ... -2.64420137e-02
 -6.34863460e-03  8.77616476e-05]"
1f6f7185d3294404a3764273c75a3cc2,STARTSLEEPINGPHASE,TECHNICAL_TERM,A phase or state mentioned in the context of the document,248,,['1665ff673abe57f406cf7a5a48bacc00'],"[-0.00598059  0.01221624 -0.0055208  ...  0.0186734   0.01588111
 -0.02177444]"
